questionText,cleaned_question,emotion_label
"My brother just broke up with his girlfriend. While they were dating for the past two years, her son spent the weekends with me and my mother. Now she doesn't think her son should have any interaction with us. How should we approach the situation? Is she doing the right thing for her child?",brother broke girlfriend dating past two year son spent weekend mother doesnt think son interaction u approach situation right thing child,sadness
"I'm a teenage girl. I don't know if I'm straight, bisexual, or gay. I've been straight all my life, but a sudden rush of questions have come over me, and I don't know anymore.",im teenage girl dont know im straight bisexual gay ive straight life sudden rush question come dont know anymore,sadness
"I'm almost never happy. Half of the time, I don't feel anything. I find it easy to make myself feel nothing. I know I push people away because it’s easier. I just want answers. I'm sick of feeling this way. It’s ruining my relationships with people.",im almost never happy half time dont feel anything find easy make feel nothing know push people away easier want answer im sick feeling way ruining relationship people,sadness
She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.,living boyfriend seven year therapy depression social anxiety hasnt worked time,sadness
"I've been feeling worthless, unaccomplished, and so frustrated. I want to break things, hit myself, run away, kick, scream, and cry. I just want to be happy and outgoing again. I want to be able to take care of my daughter and live comfortably.",ive feeling worthless unaccomplished frustrated want break thing hit run away kick scream cry want happy outgoing want able take care daughter live comfortably,sadness
"I got involved with my best friend who is married but has been very unhappy for the last five years. We both fell in love and have been together for eight months. He left the house and filed for divorce. He decided to tell her about our relationship, and she is willing to forgive and work on things. This shook him. They have two kids together. He decided to put the divorce on hold. He left town for a month to get clarity on the situation and see a therapist.",got involved best friend married unhappy last five year fell love together eight month left house filed divorce decided tell relationship willing forgive work thing shook two kid together decided put divorce hold left town month get clarity situation see therapist,sadness
"I think I'm annoying and bothersome, but my girlfriend says I'm just fine. I don't think so, I think I'm stressing everyone else out",think im annoying bothersome girlfriend say im fine dont think think im stressing everyone else,joy
I have been dating my ex-boyfriend’s cousin for a few years. We have gotten pretty serious. He wants to cut it off because people are giving him a hard time that our kids will be related to my ex.,dating exboyfriends cousin year gotten pretty serious want cut people giving hard time kid related ex,joy
"I'm almost never happy. Half of the time, I don't feel anything. I find it easy to make myself feel nothing. I know I push people away because it’s easier. I just want answers. I'm sick of feeling this way. It’s ruining my relationships with people.",im almost never happy half time dont feel anything find easy make feel nothing know push people away easier want answer im sick feeling way ruining relationship people,sadness
She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.,living boyfriend seven year therapy depression social anxiety hasnt worked time,sadness
"When I go to school, I feel like everyone is judging me, even my friends. I get overwhelmed which these thoughts and sometimes cannot get out of what I call a deep hole of thoughts. I barely go to any of our school dances because of all of the people. Not even when I am completely alone do these thoughts go away. I still feel like people can see me and are judging me.",go school feel like everyone judging even friend get overwhelmed thought sometimes cannot get call deep hole thought barely go school dance people even completely alone thought go away still feel like people see judging,sadness
"I love him so much, and I don't know what to do.",love much dont know,sadness
"He owns his own business. Sometimes, he stays out all night but doesn't tell me. We have a son together, and I get to stay home with him. He says I complain too much about what he's doing. We've been together a year and a half. I got pregnant after being together for a month. We moved in together when I had my son in July. Everything was great, and then he started the staying out. He then started not spending time with either of us. I just don't know if I'm doing something wrong. We've talked and he says this is just how he is, but he wasn't like this before.",owns business sometimes stay night doesnt tell son together get stay home say complain much he weve together year half got pregnant together month moved together son july everything great started staying started spending time either u dont know im something wrong weve talked say wasnt like,sadness
"I've been going through a rough time lately. I been into nothing but women. I’ve never thought about men until a week ago. I’m very upset and depressed about this. It's not normal to me. I looked at gay porn more than once to prove that I’m not gay. I get the same results each time, and I feel disgust. This is tough on me. I'm scared that I looked too many times. I keep thinking about it and shake all the time.",ive going rough time lately nothing woman ive never thought men week ago im upset depressed normal looked gay porn prove im gay get result time feel disgust tough im scared looked many time keep thinking shake time,sadness
"He owns his own business. Sometimes, he stays out all night but doesn't tell me. We have a son together, and I get to stay home with him. He says I complain too much about what he's doing. We've been together a year and a half. I got pregnant after being together for a month. We moved in together when I had my son in July. Everything was great, and then he started the staying out. He then started not spending time with either of us. I just don't know if I'm doing something wrong. We've talked and he says this is just how he is, but he wasn't like this before.",owns business sometimes stay night doesnt tell son together get stay home say complain much he weve together year half got pregnant together month moved together son july everything great started staying started spending time either u dont know im something wrong weve talked say wasnt like,sadness
"I've been going through a rough time lately. I been into nothing but women. I’ve never thought about men until a week ago. I’m very upset and depressed about this. It's not normal to me. I looked at gay porn more than once to prove that I’m not gay. I get the same results each time, and I feel disgust. This is tough on me. I'm scared that I looked too many times. I keep thinking about it and shake all the time.",ive going rough time lately nothing woman ive never thought men week ago im upset depressed normal looked gay porn prove im gay get result time feel disgust tough im scared looked many time keep thinking shake time,sadness
I don't know how to notice or express my feelings besides anger. That's really the only one i feel.,dont know notice express feeling besides anger thats really one feel,joy
"I'm a little paranoid. My mind does get the best of me. One night, I put chairs under all of my door knobs because I thought someone might break in. I also think a lot, which is probably the reason for the paranoia. I can't stand loud noises, like the sound of cars going by. The grocery store is too noisy, and I feel like people are looking at me.",im little paranoid mind get best one night put chair door knob thought someone might break also think lot probably reason paranoia cant stand loud noise like sound car going grocery store noisy feel like people looking,sadness
"I love him so much, and I don't know what to do.",love much dont know,sadness
"My life is completely normal, yet I feel empty inside. I feel as if I already know why I'm alive: to reproduce and die.",life completely normal yet feel empty inside feel already know im alive reproduce die,sadness
"He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared.",verbally abusive get mad yell time feel scared,joy
"I think I'm annoying and bothersome, but my girlfriend says I'm just fine. I don't think so, I think I'm stressing everyone else out",think im annoying bothersome girlfriend say im fine dont think think im stressing everyone else,joy
"My fiancé and I have almost the best relationship every girl wants, but lately it's changed. I get less attention and little to no intercourse. He works a lot and goes to the gym a lot (he's a football player for an indoor league), but he has no time for me. We live two hours from family, and when I leave home to see family, he'll text me saying ""whatever"" and ""leave me alone."" But when we're together, everything is okay. No fighting or anything. I love this man, but I just don't know what to do anymore.",fianc almost best relationship every girl want lately changed get less attention little intercourse work lot go gym lot he football player indoor league time live two hour family leave home see family hell text saying whatever leave alone together everything okay fighting anything love man dont know anymore,sadness
"Something happened this summer that I cannot forgive myself for. When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me.",something happened summer cannot forgive think happened feel ashamed guilty even though loved one forgave,sadness
I would like to be able to have more positive relationships in the present.,would like able positive relationship present,optimism
"I have been dating a guy for two years. I think I love him, but I don't know any more. I am in my late teens, and I have been living with him for most of our relationship. I have been talking to a guy friend, and I feel more loved by him than my boyfriend.",dating guy two year think love dont know late teen living relationship talking guy friend feel loved boyfriend,optimism
,nan,optimism
"Something happened this summer that I cannot forgive myself for. When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me.",something happened summer cannot forgive think happened feel ashamed guilty even though loved one forgave,sadness
"People have been calling me names, and I have had enough of it. I cannot stand it anymore I'm done. I have told someone this, and that is why I am writing this. The thoughts are awful.",people calling name enough cannot stand anymore im done told someone writing thought awful,joy
,nan,optimism
"We live with my ex-partner’s sister and her husband. We have been there for five years now. They are Hispanic and talk to my daughter in their language. Sometimes they overstep their balance between aunt and uncle and reach into my role as a parent. They neglect to see this. I do, and it reflects in my child's behavior. She sees them as stable but is upset that her dad isn't here, and my intuition tells me she blames me to a degree because she doesn't know about his alcohol addictions.",live expartners sister husband five year hispanic talk daughter language sometimes overstep balance aunt uncle reach role parent neglect see reflects child behavior see stable upset dad isnt intuition tell blame degree doesnt know alcohol addiction,sadness
"I was in a situation with a guy. He’s my brother’s friend and kind of like a brother to me. He invited me over to hang out, and then came on to me. I was instantly terrified to say no, and I gave in. I don't know what's wrong with me. I can't figure out why I'm afraid to say no. This is giving me a lot of guilt and depression.",situation guy he brother friend kind like brother invited hang came instantly terrified say gave dont know whats wrong cant figure im afraid say giving lot guilt depression,sadness
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. 
When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety. 
Am I crazy? I don't think these thoughts are normal.",sometimes cant stop thinking life death raised religion teach live forever either hell heaven think living forever even heaven good feel overwhelmed dont like thought living forever ever ever sometimes cant get thought mind thought lead panic anxiety crazy dont think thought normal,sadness
"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?",problem binge eating especially time stress binge eat feel overwhelmed shame disappointment end going gym trying exercise calorie late dealing since teenager coping mechanism use break cycle,sadness
"We are the legal guardianship of our grandson. He has been acting out, and he wants to talk to his mom that has not talked to him since before last year. How are we to handle this?",legal guardianship grandson acting want talk mom talked since last year handle,sadness
"We had our first kid 15 years ago, and sex has been nonexistent ever since. It only happens every three or four months. We have been to counseling, and I have been told over and over again she will come around. She hasn't, and I'm intimately lonely! I think it's time to move on, but how do I do that without hurting my kids?",first kid year ago sex nonexistent ever since happens every three four month counseling told come around hasnt im intimately lonely think time move without hurting kid,sadness
"I have been experiencing a lot of sexual tension with a lot of the guys that I talk to nowadays. I keep imagining having sex with them. I have never had sex before, nor have I had a boyfriend. I feel lonely and empty. I feel like my body is not okay, and I am missing something. I talk to so many boys in school, and I always fantasize about half of them. I want this feeling to stop because it is interfering with my time to study since most of the time, I am busy thinking about sex.",experiencing lot sexual tension lot guy talk nowadays keep imagining sex never sex boyfriend feel lonely empty feel like body okay missing something talk many boy school always fantasize half want feeling stop interfering time study since time busy thinking sex,sadness
"I self-harm, and I stop for awhile. Then when I see something sad or depressing, I automatically want to self-harm.",selfharm stop awhile see something sad depressing automatically want selfharm,sadness
"I feel insecure in my life. I don't think my wife truly wants our relationship even though she says she does. I have turned to drinking to help relieve my repressed stress about this and other issues. I have had a drinking problem for a few years. I feel the reason I drink is not just because I like to, but because I have lately been on edge. I’ve been very oddly emotional when watching movies that I have been watching for years. I’m paranoid about driving on main roads. I’m very jumpy at the slightest noises.",feel insecure life dont think wife truly want relationship even though say turned drinking help relieve repressed stress issue drinking problem year feel reason drink like lately edge ive oddly emotional watching movie watching year im paranoid driving main road im jumpy slightest noise,sadness
I avoid talking to him because he always makes me more upset. I can't be honest with him about anything because he is always rude to me.,avoid talking always make upset cant honest anything always rude,joy
,nan,optimism
"As a child, my parents injured my brother, so they went to prison. I was there when he had gotten hurt, but I can't seem to remember. I also can't remember being with them quite well. It's a blur.",child parent injured brother went prison gotten hurt cant seem remember also cant remember quite well blur,sadness
"I feel like I am internally screaming all the time. Externally, I am calm, but I have this intense, unidentifiable emotion constantly. I don't feel sad. I don't cry a lot. I feel rather emotionally distant other than the internal screaming. It kind of feels like I'm a caged animal.",feel like internally screaming time externally calm intense unidentifiable emotion constantly dont feel sad dont cry lot feel rather emotionally distant internal screaming kind feel like im caged animal,sadness
,nan,optimism
"As a child, my parents injured my brother, so they went to prison. I was there when he had gotten hurt, but I can't seem to remember. I also can't remember being with them quite well. It's a blur.",child parent injured brother went prison gotten hurt cant seem remember also cant remember quite well blur,sadness
"I have not had a friend since I was 19. I don't go anywhere, and I have no job, all because I'm afraid of people.",friend since dont go anywhere job im afraid people,sadness
"I feel insecure in my life. I don't think my wife truly wants our relationship even though she says she does. I have turned to drinking to help relieve my repressed stress about this and other issues. I have had a drinking problem for a few years. I feel the reason I drink is not just because I like to, but because I have lately been on edge. I’ve been very oddly emotional when watching movies that I have been watching for years. I’m paranoid about driving on main roads. I’m very jumpy at the slightest noises.",feel insecure life dont think wife truly want relationship even though say turned drinking help relieve repressed stress issue drinking problem year feel reason drink like lately edge ive oddly emotional watching movie watching year im paranoid driving main road im jumpy slightest noise,sadness
"My issue isn't resisting angry urges; it's the anger itself. My rage is extreme and vastly disproportionate to the direct stressor. It causes violent thoughts, but I never act. I stay lucid enough to know the rage is violent, not me. I don't want to drown myself in anger and resentment.",issue isnt resisting angry urge anger rage extreme vastly disproportionate direct stressor cause violent thought never act stay lucid enough know rage violent dont want drown anger resentment,joy
"I always see the worst end of things. My boyfriend and I aren't talking, and I swear he's leaving me. I keep failing my road test, and I see my future crumble. I have no desire for friends. I pushed my best friend away after Christmas, and I have no desire to fix it or make new friends. My aunt died, and I cry all the time, even if I burn my lunch.",always see worst end thing boyfriend arent talking swear he leaving keep failing road test see future crumble desire friend pushed best friend away christmas desire fix make new friend aunt died cry time even burn lunch,sadness
"I was in a relationship with him for three years. My mom doesn't like it because she thinks I'm making a mistake. He got married a few months after we broke up, and now he is divorced. I forgave him for what he did in the past, and he says he’s sorry and he really loves me. I love him too, but is it bad that I'm giving him a second chance again?",relationship three year mom doesnt like think im making mistake got married month broke divorced forgave past say he sorry really love love bad im giving second chance,sadness
"I was anxious to go to middle school. I was afraid of what people might say about me, so when school started, I wasn't acting like myself. I was quiet, which I'm usually not. I didn't talk to anybody and didn't have any friends. Then a few years later, my grandma died. I really became depressed and stop going to school for a little. I hated myself and still do. I just need help. I need someone to care for me. I need someone to show that they care.",anxious go middle school afraid people might say school started wasnt acting like quiet im usually didnt talk anybody didnt friend year later grandma died really became depressed stop going school little hated still need help need someone care need someone show care,sadness
I've been with the mother of my child for years.,ive mother child year,optimism
"We just cannot seem to get along. I cannot have a conversation with her without it turning into World War 3. She treats me like I have no right to an opinion and never really lets me speak. My real mother cares and tries to help me, but she can't do much, because my adoptive mother won't listen to her either.",cannot seem get along cannot conversation without turning world war treat like right opinion never really let speak real mother care try help cant much adoptive mother wont listen either,joy
"I started seeing this guy that I met at a mutual friend’s place. He recently broke up with his ex-girlfriend and started seeing me. Everything was great in the beginning, then I started having low self-esteem thoughts and thinking he was hanging with his ex-girlfriend again. It’s all I think about. I am still seeing him, but things have changed because I am at a loss for words. I get stuck in my own thoughts. I like and care for him a lot. He just makes me nervous and gives me the butterflies.",started seeing guy met mutual friend place recently broke exgirlfriend started seeing everything great beginning started low selfesteem thought thinking hanging exgirlfriend think still seeing thing changed loss word get stuck thought like care lot make nervous give butterfly,sadness
I am a survivor of multiple sexual abuse/rape experiences. Triggers are having an effect on my daily life and my sexual relationship with my partner. I'm trying to learn to cope with them.,survivor multiple sexual abuserape experience trigger effect daily life sexual relationship partner im trying learn cope,sadness
"I am a single mother. As a child, I was molested by my mother's boyfriend. I never knew my father. I started having children at 18 right after high school. After having children, I completely lost myself and gave all of my focus on my children. Now my children are getting older, but I still don't know myself. I've had several attempts at relationships, and they all fail. I stopped caring about a lot after my children's father left me. I fell into a spiral and got depressed.",single mother child molested mother boyfriend never knew father started child right high school child completely lost gave focus child child getting older still dont know ive several attempt relationship fail stopped caring lot childrens father left fell spiral got depressed,sadness
"I’ve been with my boyfriend for a year and a half. He loves me a lot, and I love him. It hurts to be apart from him for so long. It hurts all over, and then I feel like it won't last.",ive boyfriend year half love lot love hurt apart long hurt feel like wont last,sadness
"I feel like I am internally screaming all the time. Externally, I am calm, but I have this intense, unidentifiable emotion constantly. I don't feel sad. I don't cry a lot. I feel rather emotionally distant other than the internal screaming. It kind of feels like I'm a caged animal.",feel like internally screaming time externally calm intense unidentifiable emotion constantly dont feel sad dont cry lot feel rather emotionally distant internal screaming kind feel like im caged animal,sadness
"We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, and I don't want a broken family because we can't communicate.",weve together almost three year argue end telling doesnt love hurtful resolving problem dwells issue even drop he done swallow pride say sorry resolved kid dont want broken family cant communicate,sadness
"I have not been able to really sleep. I stay up all times of the night not even knowing why. Every day, I feel like I have anger inside of me. I have a little family, but I can't open up to them like I want to. I have a son, and I feel that I take my anger out on him by screaming at him.",able really sleep stay time night even knowing every day feel like anger inside little family cant open like want son feel take anger screaming,joy
"I start to think of an issue that doesn't even matter or something bad that happened years ago. Then, I cry, pull at my hair, plug my ears, hit myself, and throw things. In loud public places, I get on edge and start being sarcastic and moody. I have an awful fear of people leaving me (which normally ends up happening) and I feel like I'm too clingy.",start think issue doesnt even matter something bad happened year ago cry pull hair plug ear hit throw thing loud public place get edge start sarcastic moody awful fear people leaving normally end happening feel like im clingy,sadness
"Now that the other girl is out of the picture, our sex life isn't the same. Is it because he is still thinking about the other girl?",girl picture sex life isnt still thinking girl,sadness
"As I was growing up, my mother and father always fought. With that, I grew trust issues. I think it's going to affect my relationship now and end it sooner then I want to. I try not to let it affect me, but I can’t.",growing mother father always fought grew trust issue think going affect relationship end sooner want try let affect cant,sadness
"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self.",anger problem lot lately take one word wrongly said set use like got soontobe husband think mood rageanger problem rubbed lot dont get nearly bad yell almost constantly cant seem stop two young baby hear dont want girl growing mommy like lately dont know get back old self,joy
My grandson's step-mother sends him to school with a pink Barbie backpack as a form of punishment.,grandson stepmother sends school pink barbie backpack form punishment,joy
"I'm depressed. I have been for years. I hide it from everyone because I'm scared of the reactions I'll get. Last time I tried telling my parents, it was a huge argument about me being too young to be depressed (I’m a legal adult), calling me ungrateful, and telling me that if I can't handle things now, it's only going to get worse in the future (which is turning out to be true). It's exhausting pretending to be okay, and I don't know how much longer I can try. I'm just really tired, and sadly, I can't afford the help I need on my own.",im depressed year hide everyone im scared reaction ill get last time tried telling parent huge argument young depressed im legal adult calling ungrateful telling cant handle thing going get worse future turning true exhausting pretending okay dont know much longer try im really tired sadly cant afford help need,sadness
I have several issues like I don't like people. They make me sick. I have issues with talking to people. I feel like they are talking about me and making fun of me. I have felt this way for years. When I look people in the eyes I have voices that tell me to hurt them and if I don't stop looking at who I am talking to it gets so loud I can't hear what they are saying. I just stay away from people to avoid this. I look at people and think how I could hurt them. I feel like I am worthless and would be better off not in this world where I don't fit in. Every day I wake up it's like another day. Any info would be good.,several issue like dont like people make sick issue talking people feel like talking making fun felt way year look people eye voice tell hurt dont stop looking talking get loud cant hear saying stay away people avoid look people think could hurt feel like worthless would better world dont fit every day wake like another day info would good,sadness
"My husband used a lot of negative words to hurt me, and I moved out. He is seeing a counselor and wants another chance to make things right. I'm not sure if I trust that he will not go back to his old ways.",husband used lot negative word hurt moved seeing counselor want another chance make thing right im sure trust go back old way,sadness
"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?",problem binge eating especially time stress binge eat feel overwhelmed shame disappointment end going gym trying exercise calorie late dealing since teenager coping mechanism use break cycle,sadness
"My parents seem okay with other sexualities, but normally they only talk about being gay. When they do talk about bisexuality, they say things like “they'll do anything” or things that make me very uncomfortable because I am bisexual. I don't know if I am ready to come out to them.",parent seem okay sexuality normally talk gay talk bisexuality say thing like theyll anything thing make uncomfortable bisexual dont know ready come,joy
"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. I'm scared and paranoid. I have depression, which I have been struggling with since a young age.",ive posttraumatic stress disorder year without parent ever finding want overcome vivid like happening im scared paranoid depression struggling since young age,sadness
"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. I'm scared and paranoid. I have depression, which I have been struggling with since a young age.",ive posttraumatic stress disorder year without parent ever finding want overcome vivid like happening im scared paranoid depression struggling since young age,sadness
"I get so much anxiety, and I don’t know why. I feel like I can’t do anything by myself because I’m scared of the outcomes.",get much anxiety dont know feel like cant anything im scared outcome,sadness
"My parents seem okay with other sexualities, but normally they only talk about being gay. When they do talk about bisexuality, they say things like “they'll do anything” or things that make me very uncomfortable because I am bisexual. I don't know if I am ready to come out to them.",parent seem okay sexuality normally talk gay talk bisexuality say thing like theyll anything thing make uncomfortable bisexual dont know ready come,joy
"I started dating my fiancé two years ago. My first cousin is married to my fiancé’s sister. There has always been a communication issue between my uncle and aunt and my cousin and his wife. My uncle goes to my mom instead of talking to my cousin, and it upsets my mom.",started dating fianc two year ago first cousin married fiancs sister always communication issue uncle aunt cousin wife uncle go mom instead talking cousin upset mom,sadness
"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?",problem binge eating especially time stress binge eat feel overwhelmed shame disappointment end going gym trying exercise calorie late dealing since teenager coping mechanism use break cycle,sadness
"I feel so irritated and frustrated because of it. I get so angry to the point that I feel like I'm going to explode. I feel pathetic, stupid, and worthless. I just can't take this anymore.",feel irritated frustrated get angry point feel like im going explode feel pathetic stupid worthless cant take anymore,joy
I don't know what to say. I have never really known who I am.,dont know say never really known,sadness
"I'm a Christian teenage girl, and I have lost my virginity. My boyfriend is a Christian teenager too, but things just got out of hand between us in a sexual manner. I planned to abstain from sex but I guess I wasn't clear about this because I was also tempted and led him on. We continued to have sex. Does it mean that he isn't the one God planned for me? We're so young, but that doesn't stop me from dreaming of a potential future together. I really do feel like he is in my life for an important reason. I'm incredibly happy for I was able to escape from several abusive relationships because of him. I love him very much.",im christian teenage girl lost virginity boyfriend christian teenager thing got hand u sexual manner planned abstain sex guess wasnt clear also tempted led continued sex mean isnt one god planned young doesnt stop dreaming potential future together really feel like life important reason im incredibly happy able escape several abusive relationship love much,optimism
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. 
When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety. 
Am I crazy? I don't think these thoughts are normal.",sometimes cant stop thinking life death raised religion teach live forever either hell heaven think living forever even heaven good feel overwhelmed dont like thought living forever ever ever sometimes cant get thought mind thought lead panic anxiety crazy dont think thought normal,sadness
"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?",problem binge eating especially time stress binge eat feel overwhelmed shame disappointment end going gym trying exercise calorie late dealing since teenager coping mechanism use break cycle,sadness
"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. I'm scared and paranoid. I have depression, which I have been struggling with since a young age.",ive posttraumatic stress disorder year without parent ever finding want overcome vivid like happening im scared paranoid depression struggling since young age,sadness
"We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, and I don't want a broken family because we can't communicate.",weve together almost three year argue end telling doesnt love hurtful resolving problem dwells issue even drop he done swallow pride say sorry resolved kid dont want broken family cant communicate,sadness
"Me and the father of my child have been dating for a year. We had a big argument and at first he wanted to work it out. But with time he started asking others and they told him to leave me.
Now he wants me to wait on him to mature. He wants to talk to other people. Then come back in four years. He doesn't want to deal with me while I'm pregnant. He doesn't take me to the doctor or anything. I feel alone.  How do I handle this situation?",father child dating year big argument first wanted work time started asking others told leave want wait mature want talk people come back four year doesnt want deal im pregnant doesnt take doctor anything feel alone handle situation,sadness
"Something happened this summer that I cannot forgive myself for. When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me.",something happened summer cannot forgive think happened feel ashamed guilty even though loved one forgave,sadness
"I get so much anxiety, and I don’t know why. I feel like I can’t do anything by myself because I’m scared of the outcomes.",get much anxiety dont know feel like cant anything im scared outcome,sadness
"We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, and I don't want a broken family because we can't communicate.",weve together almost three year argue end telling doesnt love hurtful resolving problem dwells issue even drop he done swallow pride say sorry resolved kid dont want broken family cant communicate,sadness
"I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been dating 3 weeks but I like him a lot.",found boyfriend take antidepression medicine lately he saying lot mind need time think u weve dating week like lot,sadness
"Whenever I have to speak in public or be in big crowds, I freak out. I get light-headed, sweaty, and I have trouble breathing.",whenever speak public big crowd freak get lightheaded sweaty trouble breathing,sadness
"My coworkers are making false statements about me to the boss, saying I have mood swings. They have no proof to back it up. Can my employer make me see a therapist of their choice?",coworkers making false statement bos saying mood swing proof back employer make see therapist choice,joy
"I am a teenage girl. I've been seeing the same dream once in a while since I was very young. The problem is that I don't remember anything about this dream. I still know that it's the same one, and then I wake up in a panic, and I cry really loud without knowing the reason. Why do I see the same dream, why can I not remember it, and what should I do to remember it?",teenage girl ive seeing dream since young problem dont remember anything dream still know one wake panic cry really loud without knowing reason see dream remember remember,sadness
,nan,optimism
,nan,optimism
My mom is always bossy and treats me like a child even though I'm in my 20s. She argues with me over stupid stuff.,mom always bossy treat like child even though im argues stupid stuff,joy
"I get so much anxiety, and I don’t know why. I feel like I can’t do anything by myself because I’m scared of the outcomes.",get much anxiety dont know feel like cant anything im scared outcome,sadness
"Whenever I have to speak in public or be in big crowds, I freak out. I get light-headed, sweaty, and I have trouble breathing.",whenever speak public big crowd freak get lightheaded sweaty trouble breathing,sadness
"We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, and I don't want a broken family because we can't communicate.",weve together almost three year argue end telling doesnt love hurtful resolving problem dwells issue even drop he done swallow pride say sorry resolved kid dont want broken family cant communicate,sadness
"I started dating my fiancé two years ago. My first cousin is married to my fiancé’s sister. There has always been a communication issue between my uncle and aunt and my cousin and his wife. My uncle goes to my mom instead of talking to my cousin, and it upsets my mom.",started dating fianc two year ago first cousin married fiancs sister always communication issue uncle aunt cousin wife uncle go mom instead talking cousin upset mom,sadness
I believe it is wrong for men to look at inappropriate content. The father of my child has agreed to respect my beliefs. His co-worker sent him an inappropriate video. He got mad because he does not think he should tell his friend to not send him things like that.,believe wrong men look inappropriate content father child agreed respect belief coworker sent inappropriate video got mad think tell friend send thing like,joy
"I am married, but I had sex with my friend. I feel guilty, but I feel not guilty too. Do I need to feel guilty? It's my body, and I have full rights to do what I like.",married sex friend feel guilty feel guilty need feel guilty body full right like,sadness
,nan,optimism
"I've been with him for a couple months. We will talk everyday and he will get mad over something I will say and not talk to me. We have our great moments, but I just need to focus on my personal situations, and I feel he is slowing me down with that. I still wanna be with him, but not now.",ive couple month talk everyday get mad something say talk great moment need focus personal situation feel slowing still wanna,sadness
"I am married, but I had sex with my friend. I feel guilty, but I feel not guilty too. Do I need to feel guilty? It's my body, and I have full rights to do what I like.",married sex friend feel guilty feel guilty need feel guilty body full right like,sadness
,nan,optimism
"I am a female, and I am afraid of having sex. I am afraid of disappointing my partner by being inexperienced. I think he thinks I'm not a virgin. I am also scared that he will be disappointed with my naked body. I don't want my partner to think differently of me because I am afraid of having sex.",female afraid sex afraid disappointing partner inexperienced think think im virgin also scared disappointed naked body dont want partner think differently afraid sex,sadness
"I saw my mother cheating on my dad before. I said something to her, and she said it was in the past. Yesterday, I saw her texting dirty things to the same guy. Should I talk to her again? I don't want my parents to go their separate ways, I just want her to stop. it's not fair.",saw mother cheating dad said something said past yesterday saw texting dirty thing guy talk dont want parent go separate way want stop fair,joy
